ni_in,fe_in,sio2_in,cao_in,mgo_in,al2o3_in,fe_ni,s_m,bc,loi_in,mc_kilnfeed,fc_coal,gcv_coal,tco,voltage,current,load,rpm,pry_p,sec_p,pry_v,sec_v,total_coal,a_f_ratio,kg_tco,reductor_ratio,reductor_consume,charge_kiln,t_tic162,t_tic163,t_tic166,t_tic172,furnace_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
2.11,13.68,40.05,0.46,21.72,1.87,6.48,1.84,0.55,11.38,21.575,40.44,8485.76,151.8699951,794.1,23.7,40.0,0.56,929.2,334.0,118.7,510.0,4900.0,7.698367347,50.17407332,6.14,143.57,2473.9,988.0,757.0,528.0,270.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,600.0,-4.8,0.33
2.11,13.68,40.05,0.46,21.72,1.87,6.48,1.84,0.55,11.38,21.575,40.44,8485.76,151.8699951,794.1,23.7,40.0,0.59,962.3,339.5,120.9,517.2,5100.0,7.507058824,49.45214777,6.14,143.57,2473.9,995.0,741.0,520.0,275.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,592.0,-4.4,0.33
2.11,13.68,40.05,0.46,21.72,1.87,6.48,1.84,0.55,11.38,21.575,40.44,8485.76,151.8699951,794.1,23.7,40.0,0.59,994.6,338.5,122.7,515.0,5200.0,7.358076923,48.74390701,6.14,143.57,2473.9,993.0,758.0,530.0,279.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,609.0,-3.0,0.3
2.11,13.68,40.05,0.46,21.72,1.87,6.48,1.84,0.55,11.38,21.575,40.44,8485.76,151.8699951,794.1,23.7,40.0,0.59,995.8,338.9,122.8,514.9,5200.0,7.358076923,48.65724712,6.14,151.87,2473.9,1002.0,751.0,543.0,273.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,613.0,-3.0,0.3
2.0,12.64,39.4,0.47,21.72,1.62,6.34,1.81,0.56,11.34,21.355,49.05,7447.71,151.8699951,794.1,23.7,40.0,0.59,994.9,341.0,122.8,516.0,5200.0,7.370769231,48.40361165,6.14,151.87,2473.9,995.0,757.0,527.0,280.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,594.0,-3.5,0.67
2.0,12.64,39.4,0.47,21.72,1.62,6.34,1.81,0.56,11.34,21.355,49.05,7447.71,151.8699951,794.1,23.7,40.0,0.59,992.6,340.2,122.7,516.0,5300.0,7.230566038,49.5142003,6.14,151.87,2473.9,997.0,764.0,567.0,286.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,584.0,-4.2,0.67
2.0,12.64,39.4,0.47,21.72,1.62,6.34,1.81,0.56,11.34,21.355,49.05,7447.71,151.8699951,794.1,23.7,40.0,0.59,992.2,341.0,122.8,516.6,5200.0,7.377692308,48.1080581,6.14,151.87,2473.9,1012.0,777.0,554.0,282.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,627.0,-3.9,0.69
2.0,12.64,39.4,0.47,21.72,1.62,6.34,1.81,0.56,11.34,21.355,49.05,7447.71,151.8699951,794.1,23.7,40.0,0.59,995.3,341.2,122.7,516.4,5300.0,7.23509434,49.47260338,6.14,151.87,2473.9,1009.0,782.0,542.0,260.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,608.0,-4.0,0.69
2.0,12.64,39.4,0.47,21.72,1.62,6.34,1.81,0.56,11.34,21.355,49.05,7447.71,151.8699951,794.1,23.7,40.0,0.59,1002.2,340.4,123.3,516.0,5300.0,7.237358491,50.98114659,6.14,151.87,2473.9,989.0,767.0,510.0,245.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,603.0,-3.8,0.7
2.0,12.64,39.4,0.47,21.72,1.62,6.34,1.81,0.56,11.34,21.355,49.05,7447.71,151.8699951,794.1,23.7,40.0,0.59,1002.7,339.6,123.4,516.5,5400.0,7.11,51.07832009,6.14,151.87,2473.9,991.0,767.0,507.0,265.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,607.0,-2.7,0.7
2.0,12.64,39.4,0.47,21.72,1.62,6.34,1.81,0.56,11.34,21.355,49.05,7447.71,151.8699951,794.1,23.7,40.0,0.59,920.0,337.1,118.3,516.7,5300.0,7.188679245,50.11820331,6.14,151.87,2473.9,1036.0,801.0,590.0,294.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,695.0,-2.8,0.72
2.0,12.64,39.4,0.47,21.72,1.62,6.34,1.81,0.56,11.34,21.355,49.05,7447.71,151.8699951,794.1,23.7,40.0,0.59,778.2,297.7,109.0,482.3,4900.0,7.240408163,46.38394548,6.14,151.87,2473.9,1007.0,799.0,603.0,280.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,655.0,-3.5,0.72
2.01,13.87,39.89,0.49,21.24,1.88,6.92,1.88,0.54,10.07,20.84,43.92,6975.15,151.8699951,794.1,23.7,40.0,0.59,883.9,331.5,116.1,505.0,4800.0,7.76375,43.15770545,6.14,151.87,2473.9,989.0,779.0,499.0,283.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,624.0,-2.4,0.54
2.01,13.87,39.89,0.49,21.24,1.88,6.92,1.88,0.54,10.07,20.84,43.92,6975.15,151.8699951,794.1,23.7,40.0,0.59,902.5,336.1,117.0,513.4,5200.0,7.273846154,48.68913858,6.14,151.87,2473.9,1004.0,792.0,539.0,302.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,674.0,-2.5,0.54
2.01,13.87,39.89,0.49,21.24,1.88,6.92,1.88,0.54,10.07,20.84,43.92,6975.15,151.8699951,794.1,23.7,40.0,0.59,899.9,337.6,116.9,514.5,5100.0,7.428235294,47.60571269,6.14,151.87,2473.9,1011.0,805.0,615.0,296.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,660.0,-1.1,0.52
2.01,13.87,39.89,0.49,21.24,1.88,6.92,1.88,0.54,10.07,20.84,43.92,6975.15,151.8699951,794.1,23.7,40.0,0.59,966.6,336.7,120.9,515.5,5100.0,7.487058824,47.7886057,6.14,151.87,2473.9,1022.0,774.0,529.0,282.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,601.0,-2.8,0.52
2.01,13.87,39.89,0.49,21.24,1.88,6.92,1.88,0.54,10.07,20.84,43.92,6975.15,151.8699951,794.1,23.7,40.0,0.54,972.3,334.4,121.1,515.6,5200.0,7.346538462,54.01475018,6.14,151.87,2473.9,1017.0,781.0,513.0,289.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,599.0,-2.4,0.51
2.01,13.87,39.89,0.49,21.24,1.88,6.92,1.88,0.54,10.07,20.84,43.92,6975.15,151.8699951,794.1,23.7,40.0,0.54,970.1,336.8,121.0,514.8,5000.0,7.6296,56.15453729,6.14,151.87,2473.9,1007.0,800.0,552.0,290.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,599.0,-3.2,0.51
2.01,13.87,39.89,0.49,21.24,1.88,6.92,1.88,0.54,10.07,20.84,43.92,6975.15,151.8699951,794.1,23.7,40.0,0.54,965.1,331.3,120.9,510.6,4700.0,8.061702128,52.1874306,6.14,151.87,2473.9,992.0,817.0,560.0,293.0,1392.375,22.10375,1.25125,1.23625,73.692625,0.487625,0.065,8.0,614.0,-2.8,0.53
2.01,13.87,39.89,0.49,21.24,1.88,6.92,1.88,0.54,10.07,20.84,43.92,6975.15,151.8699951,794.1,23.7,40.0,0.54,926.1,329.2,118.5,506.6,4500.0,8.334666667,49.11055331,6.14,151.87,2473.9,983.0,831.0,614.0,277.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,601.0,-2.9,0.53
2.06,12.85,40.65,0.46,21.66,1.7,6.25,1.88,0.54,11.52,21.24,47.53,6752.05,140.93,807.0,23.4,40.0,0.6,903.1,319.2,117.3,499.7,4400.0,8.413636364,49.10714286,5.95,151.87,2367.26,972.0,808.0,565.0,272.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,589.0,-4.4,0.12
2.06,12.85,40.65,0.46,21.66,1.7,6.25,1.88,0.54,11.52,21.24,47.53,6752.05,140.93,807.0,23.4,40.0,0.6,916.0,322.0,117.5,502.1,4500.0,8.261333333,46.34397528,5.95,151.87,2367.26,961.0,804.0,569.0,273.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,594.0,-3.2,0.12
2.06,12.85,40.65,0.46,21.66,1.7,6.25,1.88,0.54,11.52,21.24,47.53,6752.05,140.93,807.0,23.4,40.0,0.6,921.6,325.6,118.2,504.1,4700.0,7.944255319,44.92019497,5.95,151.87,2367.26,966.0,796.0,586.0,268.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,619.0,-4.2,0.09
2.06,12.85,40.65,0.46,21.66,1.7,6.25,1.88,0.54,11.52,21.24,47.53,6752.05,140.93,807.0,23.4,40.0,0.6,952.0,336.0,119.7,512.0,4700.0,8.064255319,44.41504442,5.95,151.87,2367.26,962.0,725.0,489.0,250.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,582.0,-4.0,0.09
2.06,12.85,40.65,0.46,21.66,1.7,6.25,1.88,0.54,11.52,21.24,47.53,6752.05,140.93,807.0,23.4,40.0,0.64,949.9,336.4,120.1,515.4,5100.0,7.476470588,48.06786051,5.95,151.87,2367.26,993.0,708.0,497.0,274.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,585.0,-3.4,0.1
2.06,12.85,40.65,0.46,21.66,1.7,6.25,1.88,0.54,11.52,21.24,47.53,6752.05,140.93,807.0,23.4,40.0,0.64,951.5,336.5,120.0,516.1,5400.0,7.067777778,51.42367394,5.95,151.87,2367.26,1013.0,734.0,558.0,288.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,605.0,-3.8,0.1
2.06,12.85,40.65,0.46,21.66,1.7,6.25,1.88,0.54,11.52,21.24,47.53,6752.05,140.93,807.0,23.4,40.0,0.64,951.3,337.5,119.9,517.0,5500.0,6.948,50.39398937,5.95,151.87,2367.26,1025.0,759.0,578.0,288.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,654.0,-3.2,0.13
2.06,12.85,40.65,0.46,21.66,1.7,6.25,1.88,0.54,11.52,21.24,47.53,6752.05,140.93,807.0,23.4,40.0,0.45,582.5,197.3,89.9,404.1,4900.0,6.048979592,57.14952181,5.95,140.93,2367.26,977.0,750.0,582.0,289.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,659.0,-2.3,0.13
2.11,14.44,39.32,0.53,21.23,2.26,6.86,1.86,0.55,10.63,20.92,44.11,6070.07,140.93,807.0,23.4,40.0,0.45,524.8,197.8,90.0,403.9,4300.0,6.891627907,56.79566768,5.95,140.93,2367.26,983.0,785.0,617.0,289.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,609.0,-3.4,0.77
2.11,14.44,39.32,0.53,21.23,2.26,6.86,1.86,0.55,10.63,20.92,44.11,6070.07,140.93,807.0,23.4,40.0,0.45,480.1,182.9,86.0,387.6,4000.0,7.104,50.55611729,5.95,140.93,2367.26,957.0,827.0,648.0,287.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,601.0,-3.7,0.77
2.11,14.44,39.32,0.53,21.23,2.26,6.86,1.86,0.55,10.63,20.92,44.11,6070.07,140.93,807.0,23.4,40.0,0.52,622.3,237.0,97.6,435.8,4000.0,8.001,44.53351147,5.95,140.93,2367.26,990.0,828.0,630.0,280.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,617.0,-4.0,0.83
2.11,14.44,39.32,0.53,21.23,2.26,6.86,1.86,0.55,10.63,20.92,44.11,6070.07,140.93,807.0,23.4,40.0,0.56,735.7,273.8,106.2,467.5,4700.0,7.323829787,47.74966982,5.95,140.93,2367.26,1028.0,808.0,594.0,276.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,601.0,-3.7,0.83
2.11,14.44,39.32,0.53,21.23,2.26,6.86,1.86,0.55,10.63,20.92,44.11,6070.07,140.93,807.0,23.4,40.0,0.56,770.4,285.5,108.1,476.0,4700.0,7.456595745,46.90618762,5.95,140.93,2367.26,1016.0,769.0,515.0,268.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,595.0,-4.2,0.79
2.11,14.44,39.32,0.53,21.23,2.26,6.86,1.86,0.55,10.63,20.92,44.11,6070.07,140.93,807.0,23.4,40.0,0.56,765.8,285.2,108.1,476.1,4800.0,7.3025,48.23635815,5.95,140.93,2367.26,1010.0,782.0,571.0,283.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,628.0,-4.4,0.79
2.11,14.44,39.32,0.53,21.23,2.26,6.86,1.86,0.55,10.63,20.92,44.11,6070.07,140.93,807.0,23.4,40.0,0.56,767.1,287.4,108.2,476.1,4800.0,7.30375,47.10500491,5.95,140.93,2367.26,1010.0,792.0,588.0,290.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,619.0,-3.7,0.83
2.11,14.44,39.32,0.53,21.23,2.26,6.86,1.86,0.55,10.63,20.92,44.11,6070.07,140.93,807.0,23.4,40.0,0.56,771.2,286.7,108.2,476.5,4800.0,7.30875,47.15127701,5.95,140.93,2367.26,1006.0,786.0,565.0,291.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,643.0,-4.3,0.83
2.025,14.465,39.68,0.75,20.305,2.905,7.14305,1.9544,0.52531,9.74,17.355,45.12,7001.97,140.93,807.0,23.4,40.0,0.56,726.6,301.6,104.9,482.9,4800.0,7.3475,47.16054235,5.95,140.93,2367.26,999.0,810.0,577.0,301.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,623.0,-4.0,0.59
2.025,14.465,39.68,0.75,20.305,2.905,7.14305,1.9544,0.52531,9.74,17.355,45.12,7001.97,140.93,807.0,23.4,40.0,0.56,850.9,293.6,113.1,482.3,4500.0,7.938666667,49.73474801,5.95,140.93,2367.26,993.0,790.0,559.0,287.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,610.0,-4.6,0.59
2.025,14.465,39.68,0.75,20.305,2.905,7.14305,1.9544,0.52531,9.74,17.355,45.12,7001.97,140.93,807.0,23.4,40.0,0.59,948.7,321.0,119.4,504.3,4900.0,7.637142857,47.71178189,5.95,140.93,2367.26,987.0,792.0,567.0,285.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,622.0,-4.2,0.63
2.025,14.465,39.68,0.75,20.305,2.905,7.14305,1.9544,0.52531,9.74,17.355,45.12,7001.97,140.93,807.0,23.4,40.0,0.61,961.1,335.7,119.9,515.3,5200.0,7.329230769,49.03809883,5.95,140.93,2367.26,1010.0,780.0,561.0,287.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,597.0,-3.3,0.63
2.025,14.465,39.68,0.75,20.305,2.905,7.14305,1.9544,0.52531,9.74,17.355,45.12,7001.97,140.93,807.0,23.4,40.0,0.61,991.3,332.8,122.0,512.8,5300.0,7.186415094,49.00601017,5.95,140.93,2367.26,1025.0,797.0,590.0,297.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,580.0,-4.0,0.6
2.025,14.465,39.68,0.75,20.305,2.905,7.14305,1.9544,0.52531,9.74,17.355,45.12,7001.97,140.93,807.0,23.4,40.0,0.61,984.1,329.8,121.5,511.1,5300.0,7.161509434,52.3922499,5.95,140.93,2367.26,1023.0,802.0,569.0,293.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,577.0,-4.1,0.6
2.025,14.465,39.68,0.75,20.305,2.905,7.14305,1.9544,0.52531,9.74,17.355,45.12,7001.97,140.93,807.0,23.4,40.0,0.61,992.3,329.8,121.9,510.5,5300.0,7.159245283,50.43296222,5.95,140.93,2367.26,1039.0,804.0,618.0,305.0,1402.666667,22.43666667,1.203333333,1.27,73.395,0.462166667,0.07,8.264285714,577.0,-3.7,0.64
2.025,14.465,39.68,0.75,20.305,2.905,7.14305,1.9544,0.52531,9.74,17.355,45.12,7001.97,140.93,807.0,23.4,40.0,0.61,964.9,334.4,120.1,513.4,5100.0,7.452941176,48.28630941,5.95,140.93,2367.26,1016.0,815.0,628.0,307.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,589.0,-3.3,0.64
2.04,14.65,39.49,0.63,19.19,2.74,7.2,2.06,0.5,10.92,21.75,45.35,6971.37,149.69,822.0,23.4,40.0,0.6,955.5,334.5,119.9,513.5,5000.0,7.6008,48.31851566,6.09,140.93,2459.9,1036.0,841.0,585.0,309.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,641.0,-2.8,0.6
2.04,14.65,39.49,0.63,19.19,2.74,7.2,2.06,0.5,10.92,21.75,45.35,6971.37,149.69,822.0,23.4,40.0,0.6,959.7,335.4,120.0,513.1,4800.0,7.91375,46.55674103,6.09,140.93,2459.9,1025.0,840.0,613.0,305.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,657.0,-3.3,0.6
2.04,14.65,39.49,0.63,19.19,2.74,7.2,2.06,0.5,10.92,21.75,45.35,6971.37,149.69,822.0,23.4,40.0,0.6,960.2,334.8,120.2,513.9,4700.0,8.094893617,45.71984436,6.09,140.93,2459.9,1003.0,806.0,576.0,295.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,653.0,-3.7,0.62
2.04,14.65,39.49,0.63,19.19,2.74,7.2,2.06,0.5,10.92,21.75,45.35,6971.37,149.69,822.0,23.4,40.0,0.6,963.6,337.1,120.3,514.6,4800.0,7.93625,46.49811101,6.09,140.93,2459.9,1000.0,780.0,570.0,299.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,627.0,-1.8,0.62
2.04,14.65,39.49,0.63,19.19,2.74,7.2,2.06,0.5,10.92,21.75,45.35,6971.37,149.69,822.0,23.4,40.0,0.66,961.1,336.1,120.1,515.6,5000.0,7.6284,53.8155204,6.09,140.93,2459.9,1009.0,813.0,579.0,301.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,644.0,-2.7,0.64
2.04,14.65,39.49,0.63,19.19,2.74,7.2,2.06,0.5,10.92,21.75,45.35,6971.37,149.69,822.0,23.4,40.0,0.66,961.2,338.0,120.1,513.3,5000.0,7.6008,48.05843906,6.09,140.93,2459.9,1002.0,804.0,550.0,308.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,620.0,-4.5,0.64
2.04,14.65,39.49,0.63,19.19,2.74,7.2,2.06,0.5,10.92,21.75,45.35,6971.37,0.0,822.0,23.4,40.0,0.66,991.6,337.9,121.8,518.1,5200.0,7.383461538,49.78458593,6.09,140.93,2459.9,1000.0,783.0,501.0,294.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,619.0,-3.2,0.61
2.04,14.65,39.49,0.63,19.19,2.74,7.2,2.06,0.5,10.92,21.75,45.35,6971.37,149.69,822.0,23.4,40.0,0.63,990.3,338.2,122.0,516.1,5300.0,7.223773585,49.69526489,6.09,149.69,2459.9,1012.0,807.0,612.0,309.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,636.0,-3.0,0.61
1.99,14.27,40.27,0.77,20.52,2.6,7.17,1.97,0.52,12.11,20.97,48.2,6964.81,149.69,822.0,23.4,40.0,0.63,927.4,337.8,118.4,514.1,5100.0,7.441176471,49.43776658,6.09,149.69,2459.9,996.0,841.0,635.0,302.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,655.0,-1.1,0.2
1.99,14.27,40.27,0.77,20.52,2.6,7.17,1.97,0.52,12.11,20.97,48.2,6964.81,149.69,822.0,23.4,40.0,0.63,928.6,338.5,118.4,513.0,4600.0,8.235652174,45.17776468,6.09,149.69,2459.9,1003.0,841.0,618.0,295.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,596.0,-4.0,0.2
1.99,14.27,40.27,0.77,20.52,2.6,7.17,1.97,0.52,12.11,20.97,48.2,6964.81,149.69,822.0,23.4,40.0,0.63,964.0,341.7,120.2,515.4,4500.0,8.474666667,44.23473902,6.09,149.69,2459.9,942.0,807.0,600.0,292.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,572.0,-3.9,0.19
1.99,14.27,40.27,0.77,20.52,2.6,7.17,1.97,0.52,12.11,20.97,48.2,6964.81,149.69,822.0,23.4,40.0,0.63,959.7,339.0,120.4,517.3,4600.0,8.317826087,45.15115823,6.09,149.69,2459.9,968.0,759.0,573.0,280.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,614.0,-3.7,0.19
1.99,14.27,40.27,0.77,20.52,2.6,7.17,1.97,0.52,12.11,20.97,48.2,6964.81,149.69,822.0,23.4,40.0,0.62,961.1,341.2,120.2,516.8,4800.0,7.9625,46.57933042,6.09,149.69,2459.9,966.0,768.0,589.0,296.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,588.0,-3.5,0.2
1.99,14.27,40.27,0.77,20.52,2.6,7.17,1.97,0.52,12.11,20.97,48.2,6964.81,149.69,822.0,23.4,40.0,0.62,961.1500000000001,341.0,120.2,516.8499999999999,4850.0,7.881862245000001,46.259850845,6.09,149.69,2459.9,971.5,782.5,598.0,298.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,604.0,-2.7,0.2
1.99,14.27,40.27,0.77,20.52,2.6,7.17,1.97,0.52,12.11,20.97,48.2,6964.81,149.69,822.0,23.4,40.0,0.62,961.2,340.8,120.2,516.9,4900.0,7.80122449,45.94037127,6.09,149.69,2459.9,977.0,797.0,607.0,300.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,606.0,-3.7,0.21
1.99,14.27,40.27,0.77,20.52,2.6,7.17,1.97,0.52,12.11,20.97,48.2,6964.81,149.69,822.0,23.4,40.0,0.63,962.8,337.5,120.1,515.5,4800.0,7.945,44.99859379,6.09,149.69,2459.9,968.0,770.0,601.0,302.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,644.0,-3.3,0.21
1.99,14.27,40.27,0.77,20.52,2.6,7.17,1.97,0.52,12.11,19.585,44.78,6953.73,149.69,822.0,23.4,40.0,0.63,964.6,336.2,120.1,514.0,4900.0,7.764489796,46.97986577,6.09,149.69,2459.9,969.0,794.0,617.0,306.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,657.0,-3.3,0.0
2.14,14.515,40.69,0.805,18.39,2.815,6.78006,2.21363,0.46715,10.295,19.585,44.78,6953.73,149.69,822.0,23.4,40.0,0.63,964.6,337.6,120.3,514.9,4800.0,7.94,45.11702228,6.09,149.69,2459.9,967.0,800.0,602.0,295.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,646.0,-3.0,0.0
2.14,14.515,40.69,0.805,18.39,2.815,6.78006,2.21363,0.46715,10.295,19.585,44.78,6953.73,149.69,822.0,23.4,40.0,0.63,966.3,336.6,120.2,514.3,4800.0,7.93125,46.10951009,6.09,149.69,2459.9,965.0,784.0,590.0,289.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,632.0,-3.7,0.0
2.14,14.515,40.69,0.805,18.39,2.815,6.78006,2.21363,0.46715,10.295,19.585,44.78,6953.73,149.69,822.0,23.4,40.0,0.63,970.1,337.2,120.2,513.7,4800.0,7.92375,45.0915923,6.09,149.69,2459.9,959.0,775.0,580.0,280.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,608.0,-3.6,0.0
2.14,14.515,40.69,0.805,18.39,2.815,6.78006,2.21363,0.46715,10.295,19.585,44.78,6953.73,149.69,822.0,23.4,40.0,0.63,1003.1,336.9,122.4,513.8,4900.0,7.790204082,46.06128972,6.09,149.69,2459.9,949.0,742.0,564.0,282.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,605.0,-4.4,0.0
2.14,14.515,40.69,0.805,18.39,2.815,6.78006,2.21363,0.46715,10.295,19.585,44.78,6953.73,149.69,822.0,23.4,40.0,0.45,687.6,247.8,102.1,445.9,4500.0,7.306666667,54.32814198,6.09,149.69,2459.9,927.0,749.0,554.0,277.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,611.0,-3.2,0.0
2.14,14.515,40.69,0.805,18.39,2.815,6.78006,2.21363,0.46715,10.295,19.585,44.78,6953.73,149.69,822.0,23.4,40.0,0.45,685.9,246.5,101.8,445.1,4200.0,7.812857143,58.56923721,6.09,149.69,2459.9,929.0,781.0,595.0,278.0,1402.833333,22.29166667,1.178333333,1.225,73.6275,0.457666667,0.065,8.723333333,616.0,-4.6,0.0
2.14,14.515,40.69,0.805,18.39,2.815,6.78006,2.21363,0.46715,10.295,19.585,44.78,6953.73,149.69,822.0,23.4,40.0,0.64,847.9,305.7,113.1,489.9,4400.0,8.222727273,46.4968826,6.09,149.69,2459.9,963.0,797.0,615.0,286.0,1403.833333,21.93166667,1.201666667,1.24,73.92383333,0.461166667,0.065,9.481666667,658.0,-4.4,0.0
2.14,14.515,40.69,0.805,18.39,2.815,6.78006,2.21363,0.46715,10.295,22.89,45.65,6936.45,448.9400024,815.3,24.1,40.0,0.64,911.2,326.5,116.9,505.7,4800.0,7.7825,43.19654428,6.06,149.69,2456.76,950.0,786.0,592.0,289.0,1403.833333,21.93166667,1.201666667,1.24,73.92383333,0.461166667,0.065,9.481666667,664.0,-3.9,0.03
2.06,14.44,39.2,0.62,21.48,2.77,7.01,1.83,0.56,10.13,22.89,45.65,6936.45,448.9400024,815.3,24.1,40.0,0.64,943.2,336.3,118.8,513.5,4900.0,7.74244898,45.85868039,6.06,149.69,2456.76,954.0,751.0,565.0,288.0,1403.833333,21.93166667,1.201666667,1.24,73.92383333,0.461166667,0.065,9.481666667,681.0,-3.9,0.03
2.06,14.44,39.2,0.62,21.48,2.77,7.01,1.83,0.56,10.13,22.89,45.65,6936.45,448.9400024,815.3,24.1,40.0,0.62,963.3,337.5,119.9,512.8,5000.0,7.5924,47.36642668,6.06,149.69,2456.76,954.0,772.0,573.0,290.0,1403.833333,21.93166667,1.201666667,1.24,73.92383333,0.461166667,0.065,9.481666667,649.0,-1.6,0.05
2.06,14.44,39.2,0.62,21.48,2.77,7.01,1.83,0.56,10.13,22.89,45.65,6936.45,448.9400024,815.3,24.1,40.0,0.62,961.2,337.4,119.9,513.6,5100.0,7.452941176,48.23151125,6.06,149.69,2456.76,953.0,757.0,566.0,292.0,1403.833333,21.93166667,1.201666667,1.24,73.92383333,0.461166667,0.065,9.481666667,635.0,-4.0,0.05
